ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688256.SH,20250812,702.5,848.88,696.06,848.88,707.4,141.48000000000002,20.0,191621.93,15126074.903
688256.SH,20250811,692.5,711.8,690.61,707.4,692.8,14.600000000000023,2.11,55594.27,3916076.012
688256.SH,20250808,691.0,702.93,670.0,692.8,703.0,-10.200000000000045,-1.45,65253.31,4496880.601
688256.SH,20250807,700.51,731.0,686.01,703.0,694.34,8.659999999999968,1.25,108244.28,7687346.63
688256.SH,20250806,691.86,696.39,685.0,694.34,695.0,-0.6599999999999682,-0.09,43399.78,2997970.928
688256.SH,20250805,686.0,699.9,682.58,695.0,689.06,5.940000000000055,0.86,48788.23,3379825.557
688256.SH,20250804,687.58,699.95,675.17,689.06,689.1,-0.04000000000007731,-0.01,57761.09,3987683.051
688256.SH,20250801,700.0,716.0,680.0,689.1,709.5,-20.399999999999977,-2.88,71835.98,4998268.095
688256.SH,20250731,685.0,735.0,680.01,709.5,684.7,24.799999999999955,3.62,117690.78,8333907.585
688256.SH,20250730,700.0,708.0,680.0,684.7,710.78,-26.079999999999927,-3.67,76531.96,5304272.237
688256.SH,20250729,676.0,718.0,673.0,710.78,679.0,31.779999999999973,4.68,114103.81,7988279.23
688256.SH,20250728,673.0,688.7,654.02,679.0,673.3,5.7000000000000455,0.85,95079.83,6379660.931
688256.SH,20250725,599.53,698.01,599.53,673.3,600.23,73.06999999999994,12.17,127392.73,8133258.858
688256.SH,20250724,591.5,604.95,591.5,600.23,595.56,4.670000000000073,0.78,49166.21,2941834.944
688256.SH,20250723,593.2,603.0,586.53,595.56,593.93,1.6299999999999955,0.27,54486.53,3236985.175
688256.SH,20250722,581.9,601.09,580.1,593.93,582.0,11.92999999999995,2.05,65632.2,3894927.712
688256.SH,20250721,587.0,599.57,580.08,582.0,582.62,-0.6200000000000045,-0.11,59576.41,3509550.816
688256.SH,20250718,580.55,589.98,578.03,582.62,582.4,0.22000000000002728,0.04,51156.45,2984533.701
688256.SH,20250717,575.0,584.99,559.23,582.4,580.19,2.2099999999999227,0.38,79737.17,4557378.595
688256.SH,20250716,548.09,593.1,548.09,580.19,553.1,27.090000000000032,4.9,97122.72,5629778.216
688256.SH,20250715,564.0,564.0,546.76,553.1,565.06,-11.959999999999923,-2.12,59685.89,3309396.823
688256.SH,20250714,555.0,570.0,554.0,565.06,553.98,11.079999999999927,2.0,65114.93,3678055.659
688256.SH,20250711,523.0,559.96,523.0,553.98,523.5,30.480000000000018,5.82,116436.72,6359225.561
688256.SH,20250710,534.01,537.87,520.67,523.5,535.0,-11.5,-2.15,85815.16,4522151.657
688256.SH,20250709,544.0,544.78,533.5,535.0,542.77,-7.769999999999982,-1.43,49069.59,2643083.782
688256.SH,20250708,540.0,545.3,538.1,542.77,541.38,1.3899999999999864,0.26,39527.81,2143484.029
688256.SH,20250707,544.0,553.86,541.01,541.38,547.47,-6.090000000000032,-1.11,33310.55,1810291.915
688256.SH,20250704,545.0,557.97,538.67,547.47,547.3,0.17000000000007276,0.03,56859.33,3111587.176
688256.SH,20250703,546.0,553.6,544.0,547.3,545.1,2.199999999999932,0.4,39722.89,2173734.826
688256.SH,20250702,560.22,560.22,541.91,545.1,563.0,-17.899999999999977,-3.18,64098.04,3509933.369
688256.SH,20250701,598.88,598.88,560.66,563.0,601.5,-38.5,-6.4,104237.9,5924880.801
688256.SH,20250630,585.57,612.94,585.57,601.5,585.5,16.0,2.73,72494.24,4363268.287
688256.SH,20250627,608.0,608.68,582.78,585.5,610.5,-25.0,-4.1,81328.58,4807503.075
688256.SH,20250626,611.0,636.3,607.01,610.5,611.11,-0.6100000000000136,-0.1,90138.79,5590356.367
688256.SH,20250625,608.33,618.68,596.51,611.11,607.25,3.8600000000000136,0.64,93288.02,5655340.828
688256.SH,20250624,574.2,616.58,574.0,607.25,568.0,39.25,6.91,88349.66,5313919.552
688256.SH,20250623,571.61,575.03,560.67,568.0,573.97,-5.970000000000027,-1.04,45497.45,2578692.432
688256.SH,20250620,581.49,584.0,567.11,573.97,582.08,-8.110000000000014,-1.39,37192.6,2137606.874
688256.SH,20250619,582.0,592.9,580.05,582.08,583.91,-1.8299999999999272,-0.31,33717.45,1975021.981
688256.SH,20250618,575.0,587.96,572.13,583.91,573.3,10.610000000000014,1.85,40893.6,2376488.06
688256.SH,20250617,597.0,599.59,568.28,573.3,597.55,-24.25,-4.06,65673.75,3789592.646
688256.SH,20250616,598.0,616.0,596.85,597.55,604.9,-7.350000000000023,-1.22,45666.39,2756462.869
688256.SH,20250613,595.51,607.88,592.66,604.9,604.8,0.10000000000002274,0.02,40457.64,2436393.743
688256.SH,20250612,597.58,612.69,590.02,604.8,600.2,4.599999999999909,0.77,38684.1,2337517.107
688256.SH,20250611,602.0,607.9,597.48,600.2,601.89,-1.6899999999999409,-0.28,30918.7,1862825.897
688256.SH,20250610,613.28,616.68,597.5,601.89,613.28,-11.389999999999986,-1.86,42970.78,2608659.981
688256.SH,20250609,608.0,615.83,598.01,613.28,610.0,3.2799999999999727,0.54,40475.32,2461805.721
688256.SH,20250606,620.0,622.21,606.0,610.0,619.86,-9.860000000000014,-1.59,41021.79,2515114.397
688256.SH,20250605,608.0,628.99,605.07,619.86,607.5,12.360000000000014,2.03,56877.81,3516353.406
688256.SH,20250604,602.0,621.33,598.93,607.5,595.86,11.639999999999986,1.95,48951.33,2991239.102
688256.SH,20250603,599.0,606.65,595.01,595.86,603.66,-7.7999999999999545,-1.29,35352.49,2120590.464
688256.SH,20250530,606.0,607.77,583.0,603.66,612.9,-9.240000000000009,-1.51,58613.7,3476241.875
688256.SH,20250529,615.0,619.0,608.0,612.9,609.99,2.909999999999968,0.48,43579.91,2675026.744
688256.SH,20250528,616.6,620.0,604.5,609.99,614.0,-4.009999999999991,-0.65,45488.2,2778767.635
688256.SH,20250527,648.23,652.75,614.0,614.0,651.0,-37.0,-5.68,65115.07,4086021.05
688256.SH,20250526,658.7,665.19,645.0,651.0,658.6,-7.600000000000023,-1.15,32398.64,2112861.446
688256.SH,20250523,658.3,671.91,650.0,658.6,661.66,-3.0599999999999454,-0.46,32777.02,2167972.382
688256.SH,20250522,666.49,669.88,656.5,661.66,666.49,-4.830000000000041,-0.72,29695.43,1968237.437
688256.SH,20250521,672.88,676.98,664.12,666.49,673.0,-6.509999999999991,-0.97,24882.2,1662137.116
688256.SH,20250520,671.2,687.0,669.34,673.0,671.94,1.0599999999999454,0.16,36966.08,2508631.959
688256.SH,20250519,668.11,673.88,658.0,671.94,668.0,3.9400000000000546,0.59,33361.74,2225971.773
688256.SH,20250516,665.0,672.98,656.08,668.0,677.0,-9.0,-1.33,36060.54,2403096.936
688256.SH,20250515,681.0,685.88,670.08,677.0,683.99,-6.990000000000009,-1.02,34786.0,2352332.807
688256.SH,20250514,699.0,705.0,675.15,683.99,678.29,5.7000000000000455,0.84,46388.9,3188759.568
688256.SH,20250513,678.33,689.44,676.31,678.29,675.4,2.8899999999999864,0.43,36023.89,2457040.047
688256.SH,20250512,696.86,701.33,675.0,675.4,700.0,-24.600000000000023,-3.51,62768.28,4291521.771
688256.SH,20250509,700.17,704.98,691.6,700.0,703.23,-3.230000000000018,-0.46,30069.66,2101663.219
688256.SH,20250508,710.0,719.78,701.0,703.23,721.03,-17.799999999999955,-2.47,42571.49,3009953.482
688256.SH,20250507,724.14,741.92,712.99,721.03,707.22,13.809999999999945,1.95,63510.08,4615103.908
688256.SH,20250506,700.0,712.0,683.0,707.22,703.6,3.6200000000000045,0.51,55923.2,3906746.224
688256.SH,20250430,703.04,720.8,701.0,703.6,705.0,-1.3999999999999773,-0.2,38794.27,2752633.897
688256.SH,20250429,708.0,710.93,698.16,705.0,710.8,-5.7999999999999545,-0.82,29993.26,2113383.326
688256.SH,20250428,689.66,720.0,681.58,710.8,689.96,20.839999999999918,3.02,56427.71,3990661.134
688256.SH,20250425,686.97,704.1,675.0,689.96,691.96,-2.0,-0.29,46061.87,3179592.576
688256.SH,20250424,685.21,694.88,679.0,691.96,685.21,6.75,0.99,43575.85,2994192.381
688256.SH,20250423,686.27,693.58,671.88,685.21,694.98,-9.769999999999982,-1.41,55291.72,3776308.239
688256.SH,20250422,693.85,712.0,683.0,694.98,695.0,-0.01999999999998181,-0.0,52172.23,3631341.478
688256.SH,20250421,691.0,726.43,686.01,695.0,669.54,25.460000000000036,3.8,83389.82,5874523.608
688256.SH,20250418,670.0,677.31,663.1,669.54,677.0,-7.460000000000036,-1.1,41687.28,2788430.62
688256.SH,20250417,645.0,686.28,640.05,677.0,646.0,31.0,4.8,72673.29,4865875.412
688256.SH,20250416,660.0,666.99,635.01,646.0,619.88,26.120000000000005,4.21,90203.7,5842501.237
688256.SH,20250415,630.5,634.84,614.5,619.88,637.7,-17.82000000000005,-2.79,52950.79,3303581.375
688256.SH,20250414,615.4,657.56,605.0,637.7,614.98,22.720000000000027,3.69,87962.54,5542328.237
688256.SH,20250411,605.0,632.8,593.0,614.98,602.89,12.090000000000032,2.01,87724.81,5366853.257
688256.SH,20250410,630.0,630.0,595.0,602.89,615.69,-12.800000000000068,-2.08,94433.09,5718532.098
688256.SH,20250409,555.04,632.0,550.0,615.69,565.96,49.73000000000002,8.79,116748.79,7042986.547
688256.SH,20250408,575.0,586.25,555.59,565.96,565.16,0.8000000000000682,0.14,81973.15,4692949.641
688256.SH,20250407,599.97,615.0,532.29,565.16,638.0,-72.84000000000003,-11.42,123786.67,7160071.802
688256.SH,20250403,619.0,645.0,619.0,638.0,629.35,8.649999999999977,1.37,60384.31,3854330.169
688256.SH,20250402,632.0,645.0,626.0,629.35,632.94,-3.590000000000032,-0.57,34049.78,2158505.45
688256.SH,20250401,634.19,647.95,629.05,632.94,623.0,9.940000000000055,1.6,57397.58,3655499.619
688256.SH,20250331,625.59,634.66,611.0,623.0,627.0,-4.0,-0.64,53185.59,3301846.503
688256.SH,20250328,635.0,641.63,624.01,627.0,638.25,-11.25,-1.76,43476.59,2740476.048
688256.SH,20250327,645.88,664.89,636.4,638.25,643.0,-4.75,-0.74,60878.13,3950878.501
688256.SH,20250326,642.35,653.0,640.0,643.0,642.35,0.6499999999999773,0.1,40823.71,2639326.368
688256.SH,20250325,686.0,686.01,635.4,642.35,684.18,-41.82999999999993,-6.11,70421.05,4590157.645
688256.SH,20250324,679.0,695.3,671.5,684.18,685.05,-0.8700000000000045,-0.13,48012.76,3279822.078
688256.SH,20250321,710.19,710.19,661.36,685.05,703.63,-18.58000000000004,-2.64,96456.53,6546979.147
688256.SH,20250320,700.0,712.0,693.97,703.63,703.9,-0.2699999999999818,-0.04,43170.47,3042228.071
688256.SH,20250319,742.23,748.8,700.0,703.9,750.0,-46.10000000000002,-6.15,85116.34,6120351.963
688256.SH,20250318,749.0,760.0,738.5,750.0,751.7,-1.7000000000000455,-0.23,38602.11,2892885.682
688256.SH,20250317,754.89,755.88,727.27,751.7,758.0,-6.2999999999999545,-0.83,47309.41,3513671.654
688256.SH,20250314,746.0,777.99,746.0,758.0,741.99,16.00999999999999,2.16,68132.36,5170917.504
688256.SH,20250313,780.3,787.99,738.96,741.99,774.0,-32.00999999999999,-4.14,62545.85,4749108.078
688256.SH,20250312,791.88,817.94,774.0,774.0,792.0,-18.0,-2.27,63515.07,5048943.539
688256.SH,20250311,755.01,798.89,746.0,792.0,779.0,13.0,1.67,66573.98,5132347.889
688256.SH,20250310,750.0,789.99,735.16,779.0,750.0,29.0,3.87,75949.83,5799739.51
688256.SH,20250307,765.01,773.0,747.0,750.0,775.0,-25.0,-3.23,57840.99,4387785.908
688256.SH,20250306,730.0,777.76,730.0,775.0,711.4,63.60000000000002,8.94,102199.25,7795445.081
688256.SH,20250305,688.0,718.68,688.0,711.4,685.56,25.840000000000032,3.77,79818.45,5646797.9
688256.SH,20250304,690.0,704.97,658.0,685.56,693.07,-7.510000000000105,-1.08,94162.23,6425763.811
688256.SH,20250303,720.0,735.44,685.6,693.07,735.44,-42.370000000000005,-5.76,111983.6,7869313.117
688256.SH,20250228,780.0,796.0,725.0,735.44,796.0,-60.559999999999945,-7.61,121120.43,9101646.591
688256.SH,20250227,788.07,805.98,767.0,796.0,795.0,1.0,0.13,80935.75,6375685.065
688256.SH,20250226,781.13,813.0,762.93,795.0,790.38,4.6200000000000045,0.58,74064.88,5859100.447
688256.SH,20250225,780.0,818.87,751.5,790.38,780.36,10.019999999999982,1.28,109380.62,8579508.874
688256.SH,20250224,744.0,795.8,738.16,780.36,742.21,38.14999999999998,5.14,127579.89,9825925.748
688256.SH,20250221,645.0,742.21,630.0,742.21,618.51,123.70000000000005,20.0,165326.11,11299483.415
688256.SH,20250220,630.0,636.9,609.99,618.51,625.51,-7.0,-1.12,61104.73,3788676.0
688256.SH,20250219,628.49,635.88,614.0,625.51,628.1,-2.590000000000032,-0.41,62386.96,3893878.133
688256.SH,20250218,660.82,660.88,626.0,628.1,660.82,-32.72000000000003,-4.95,70365.89,4491054.704
688256.SH,20250217,639.9,661.0,630.0,660.82,625.95,34.870000000000005,5.57,92499.59,6011369.687
688256.SH,20250214,636.01,655.0,606.0,625.95,638.0,-12.049999999999955,-1.89,99378.54,6194892.871
688256.SH,20250213,660.0,672.23,631.99,638.0,656.0,-18.0,-2.74,70129.88,4600340.561
688256.SH,20250212,665.5,675.98,647.81,656.0,667.83,-11.830000000000041,-1.77,71007.96,4674492.828
688256.SH,20250211,652.0,696.5,641.01,667.83,651.96,15.870000000000005,2.43,91482.12,6086293.22
688256.SH,20250210,609.99,655.89,601.99,651.96,598.89,53.07000000000005,8.86,117636.01,7416175.393
688256.SH,20250207,562.0,610.0,562.0,598.89,563.99,34.89999999999998,6.19,126454.0,7504342.769
688256.SH,20250206,576.0,588.95,560.0,563.99,576.0,-12.009999999999991,-2.09,104178.04,5951745.801
688256.SH,20250205,593.0,605.0,560.03,576.0,572.0,4.0,0.7,124508.12,7347175.023
688256.SH,20250127,582.01,595.94,551.68,572.0,612.98,-40.98000000000002,-6.69,118693.3,6809918.284
688256.SH,20250124,627.58,638.0,607.3,612.98,621.0,-8.019999999999982,-1.29,68935.64,4282386.858
688256.SH,20250123,650.0,657.06,620.25,621.0,641.12,-20.120000000000005,-3.14,67035.29,4271994.2
688256.SH,20250122,612.01,649.97,612.01,641.12,625.0,16.120000000000005,2.58,83751.0,5353629.84
688256.SH,20250121,618.23,633.99,609.0,625.0,618.22,6.779999999999973,1.1,85152.31,5291827.352
688256.SH,20250120,591.0,632.83,582.2,618.22,592.0,26.220000000000027,4.43,117012.86,7132068.377
688256.SH,20250117,577.0,605.87,570.0,592.0,594.0,-2.0,-0.34,123963.09,7282220.872
688256.SH,20250116,688.0,695.0,580.0,594.0,695.96,-101.96000000000004,-14.65,194292.03,12218742.013
688256.SH,20250115,671.0,718.0,662.1,695.96,694.01,1.9500000000000455,0.28,93774.0,6463773.008
688256.SH,20250114,716.0,717.0,679.19,694.01,719.0,-24.99000000000001,-3.48,88292.42,6136445.405
688256.SH,20250113,707.0,721.05,667.42,719.0,729.97,-10.970000000000027,-1.5,93076.36,6466985.233
688256.SH,20250110,720.0,777.77,720.0,729.97,712.29,17.680000000000064,2.48,94380.41,7034599.855
688256.SH,20250109,725.0,731.97,706.15,712.29,726.0,-13.710000000000036,-1.89,53823.26,3868372.943
688256.SH,20250108,701.0,735.0,698.6,726.0,718.0,8.0,1.11,81694.27,5825786.932
688256.SH,20250107,640.49,718.0,637.0,718.0,649.48,68.51999999999998,10.55,87304.09,5905819.223
688256.SH,20250106,625.74,650.0,613.8,649.48,621.0,28.480000000000018,4.59,71421.93,4525444.814
688256.SH,20250103,639.89,644.99,616.16,621.0,645.62,-24.620000000000005,-3.81,66152.37,4164652.837
688256.SH,20250102,653.01,665.0,630.0,645.62,658.0,-12.379999999999995,-1.88,79753.82,5128937.886
688256.SH,20241231,684.0,688.0,658.0,658.0,683.5,-25.5,-3.73,70210.55,4694180.548
688256.SH,20241230,655.01,695.88,649.0,683.5,652.1,31.399999999999977,4.82,77958.59,5269180.201
688256.SH,20241227,649.75,668.2,648.0,652.1,651.24,0.8600000000000136,0.13,63010.0,4151232.803
688256.SH,20241226,659.0,661.0,640.98,651.24,662.1,-10.860000000000014,-1.64,64816.92,4219457.591
688256.SH,20241225,651.0,666.6,634.03,662.1,659.3,2.800000000000068,0.42,61318.74,3995053.323
688256.SH,20241224,655.5,662.0,620.06,659.3,648.75,10.549999999999955,1.63,73829.27,4784588.823
688256.SH,20241223,675.95,700.0,635.0,648.75,675.95,-27.200000000000045,-4.02,103804.37,6888866.058
688256.SH,20241220,634.97,676.77,631.0,675.95,636.02,39.930000000000064,6.28,93109.19,6121082.406
688256.SH,20241219,606.0,654.99,596.2,636.02,617.55,18.470000000000027,2.99,86171.52,5379397.222
688256.SH,20241218,567.89,618.18,560.28,617.55,570.0,47.549999999999955,8.34,87745.87,5179522.069
688256.SH,20241217,566.78,590.0,560.0,570.0,575.25,-5.25,-0.91,57588.96,3311232.646
688256.SH,20241216,574.0,594.0,560.0,575.25,568.0,7.25,1.28,74639.02,4316876.552
688256.SH,20241213,572.44,599.99,558.2,568.0,576.99,-8.990000000000009,-1.56,113672.77,6576691.099
688256.SH,20241212,550.0,576.99,544.2,576.99,544.8,32.190000000000055,5.91,85553.01,4823535.551
688256.SH,20241211,530.94,552.79,521.28,544.8,538.43,6.3700000000000045,1.18,65464.19,3517091.257
688256.SH,20241210,558.0,564.9,526.66,538.43,539.0,-0.57000000000005,-0.11,91157.89,4950728.142
688256.SH,20241209,549.0,556.9,515.14,539.0,553.6,-14.600000000000023,-2.64,85026.0,4537704.077
688256.SH,20241206,570.1,576.0,548.0,553.6,570.12,-16.519999999999982,-2.9,62322.8,3482705.704
688256.SH,20241205,550.0,572.86,545.5,570.12,552.6,17.519999999999982,3.17,56747.63,3172809.908
688256.SH,20241204,584.78,591.0,540.0,552.6,569.99,-17.389999999999986,-3.05,89017.21,4996846.354
688256.SH,20241203,556.0,589.96,553.33,569.99,562.0,7.990000000000009,1.42,79159.56,4545547.365
688256.SH,20241202,561.0,584.53,535.69,562.0,561.0,1.0,0.18,89897.05,5030552.962
688256.SH,20241129,542.0,590.0,540.38,561.0,546.03,14.970000000000027,2.74,92890.18,5219224.251
688256.SH,20241128,530.0,588.7,527.01,546.03,534.55,11.480000000000018,2.15,109374.12,6079438.113
688256.SH,20241127,482.0,535.0,480.0,534.55,485.9,48.64999999999998,10.01,99320.91,5088377.984
688256.SH,20241126,484.0,494.9,476.8,485.9,489.0,-3.1000000000000227,-0.63,45453.27,2209649.265
688256.SH,20241125,499.87,503.58,469.0,489.0,492.0,-3.0,-0.61,90342.01,4337897.991
688256.SH,20241122,510.0,521.54,490.01,492.0,514.32,-22.32000000000005,-4.34,87027.58,4373599.416
688256.SH,20241121,474.99,525.0,470.64,514.32,475.0,39.32000000000005,8.28,120663.33,6058022.891
688256.SH,20241120,456.0,479.65,449.01,475.0,461.0,14.0,3.04,93300.8,4328962.25
688256.SH,20241119,450.0,465.0,425.0,461.0,448.66,12.339999999999975,2.75,97371.49,4325527.019
688256.SH,20241118,450.0,476.36,440.58,448.66,453.68,-5.019999999999982,-1.11,82476.91,3753337.084
688256.SH,20241115,474.9,483.0,450.0,453.68,469.0,-15.319999999999993,-3.27,93978.02,4391637.847
688256.SH,20241114,469.26,494.88,465.01,469.0,474.0,-5.0,-1.05,104447.13,5005409.405
688256.SH,20241113,423.35,490.88,415.0,474.0,422.99,51.00999999999999,12.06,165600.79,7414351.249
688256.SH,20241112,425.0,444.12,411.01,422.99,430.51,-7.519999999999982,-1.75,113930.18,4862060.425
688256.SH,20241111,420.01,448.0,415.5,430.51,431.0,-0.4900000000000091,-0.11,153608.87,6635052.639
688256.SH,20241108,488.01,493.03,420.0,431.0,476.0,-45.0,-9.45,214538.0,9713509.939
688256.SH,20241107,451.44,488.0,445.01,476.0,456.0,20.0,4.39,113919.09,5288087.731
688256.SH,20241106,441.0,470.39,439.22,456.0,437.86,18.139999999999986,4.14,113296.26,5178228.327
688256.SH,20241105,406.94,449.0,406.11,437.86,410.94,26.920000000000016,6.55,117851.53,5121353.891
688256.SH,20241104,408.88,416.9,402.79,410.94,411.01,-0.06999999999999318,-0.02,83833.17,3429092.454
688256.SH,20241101,446.0,461.8,410.99,411.01,453.6,-42.59000000000003,-9.39,135253.64,5841907.647
688256.SH,20241031,476.0,482.56,451.0,453.6,445.25,8.350000000000023,1.88,130425.72,6100933.942
688256.SH,20241030,425.0,452.93,421.0,445.25,434.01,11.240000000000009,2.59,102107.06,4463581.506
688256.SH,20241029,431.0,475.39,430.79,434.01,434.7,-0.6899999999999977,-0.16,113629.78,5078813.269
688256.SH,20241028,425.01,437.6,417.62,434.7,421.89,12.810000000000002,3.04,90450.71,3876068.36
688256.SH,20241025,428.0,444.5,412.7,421.89,425.2,-3.3100000000000023,-0.78,102146.42,4344517.216
688256.SH,20241024,406.0,433.0,406.0,425.2,419.0,6.199999999999989,1.48,103688.87,4361931.717
688256.SH,20241023,414.0,429.84,405.67,419.0,421.0,-2.0,-0.48,126428.31,5277811.46
688256.SH,20241022,430.01,444.04,415.69,421.0,444.0,-23.0,-5.18,153579.04,6604328.973
688256.SH,20241021,454.0,503.33,419.51,444.0,429.71,14.29000000000002,3.33,228873.18,10394616.174
688256.SH,20241018,360.0,429.71,357.02,429.71,358.09,71.62,20.0,148970.77,5904655.805
688256.SH,20241017,356.2,374.9,353.47,358.09,342.19,15.899999999999977,4.65,102695.02,3732763.714
688256.SH,20241016,342.0,354.51,338.0,342.19,355.55,-13.360000000000014,-3.76,72914.61,2515727.754
688256.SH,20241015,368.0,378.5,355.55,355.55,374.1,-18.55000000000001,-4.96,111422.18,4055340.412
688256.SH,20241014,336.11,374.88,336.11,374.1,333.0,41.10000000000002,12.34,136936.42,4834791.189
688256.SH,20241011,336.5,362.0,332.0,333.0,347.2,-14.199999999999989,-4.09,131082.16,4540002.852
688256.SH,20241010,372.0,380.0,310.0,347.2,371.5,-24.30000000000001,-6.54,176812.33,6261550.883
688256.SH,20241009,349.0,415.0,302.32,371.5,346.99,24.50999999999999,7.06,296763.82,10898439.374
688256.SH,20241008,346.99,346.99,325.0,346.99,289.16,57.829999999999984,20.0,131335.11,4531495.059
688256.SH,20240930,256.0,289.16,243.98,289.16,240.97,48.190000000000026,20.0,166304.13,4490414.068
688256.SH,20240927,223.0,245.0,217.42,240.97,224.0,16.97,7.58,78793.35,1796877.744
688256.SH,20240926,221.88,224.0,215.5,224.0,222.01,1.990000000000009,0.9,76306.75,1675712.887
688256.SH,20240925,226.24,233.58,221.79,222.01,221.8,0.20999999999997954,0.09,78413.32,1783599.55
688256.SH,20240924,213.33,227.39,210.5,221.8,212.61,9.189999999999998,4.32,82120.51,1796282.485
688256.SH,20240923,211.52,220.5,210.0,212.61,208.87,3.740000000000009,1.79,61298.67,1322572.932
688256.SH,20240920,209.5,214.88,207.0,208.87,209.5,-0.6299999999999955,-0.3,40616.19,853971.176
688256.SH,20240919,210.8,212.0,205.05,209.5,210.01,-0.5099999999999909,-0.24,50239.96,1049604.956
688256.SH,20240918,218.0,221.55,206.88,210.01,220.5,-10.490000000000009,-4.76,61560.44,1311600.263
688256.SH,20240913,216.55,225.3,213.76,220.5,214.49,6.009999999999991,2.8,67555.02,1493104.038
688256.SH,20240912,219.98,220.99,214.0,214.49,215.66,-1.1699999999999875,-0.54,41143.97,891201.831
688256.SH,20240911,213.0,217.29,211.0,215.66,213.68,1.9799999999999898,0.93,43096.1,923740.036
688256.SH,20240910,210.71,218.12,206.97,213.68,210.71,2.969999999999999,1.41,66279.27,1411502.924
688256.SH,20240909,214.99,216.78,203.88,210.71,215.18,-4.469999999999999,-2.08,84616.78,1777137.356
688256.SH,20240906,211.0,219.66,210.0,215.18,206.9,8.280000000000001,4.0,106176.1,2287211.711
688256.SH,20240905,239.16,242.08,205.26,206.9,239.14,-32.23999999999998,-13.48,146302.89,3212494.378
688256.SH,20240904,235.0,241.2,232.68,239.14,240.7,-1.5600000000000023,-0.65,56391.79,1333444.699
688256.SH,20240903,252.0,256.22,240.1,240.7,252.14,-11.439999999999998,-4.54,74196.13,1817951.529
688256.SH,20240902,265.68,267.93,252.09,252.14,256.69,-4.550000000000011,-1.77,80100.42,2079665.248
688256.SH,20240830,240.0,262.76,235.29,256.69,240.29,16.400000000000006,6.83,84683.08,2137905.933
688256.SH,20240829,232.0,242.88,232.0,240.29,240.2,0.09000000000000341,0.04,45386.37,1080614.756
688256.SH,20240828,244.0,248.39,236.2,240.2,244.1,-3.9000000000000057,-1.6,46409.04,1114605.924
688256.SH,20240827,245.1,246.0,239.88,244.1,247.22,-3.1200000000000045,-1.26,37044.35,901860.775
688256.SH,20240826,252.0,254.22,243.4,247.22,253.02,-5.800000000000011,-2.29,49504.99,1228548.627
688256.SH,20240823,258.11,260.66,247.8,253.02,260.69,-7.6699999999999875,-2.94,64072.27,1619350.617
688256.SH,20240822,263.0,267.95,258.76,260.69,263.84,-3.1499999999999773,-1.19,52000.55,1367354.358
688256.SH,20240821,246.88,269.69,245.0,263.84,247.98,15.859999999999985,6.4,82926.57,2146072.076
688256.SH,20240820,256.11,257.58,246.58,247.98,255.0,-7.02000000000001,-2.75,53224.63,1339860.947
688256.SH,20240819,245.4,258.0,245.4,255.0,244.6,10.400000000000006,4.25,65806.56,1667890.014
688256.SH,20240816,244.18,251.0,241.0,244.6,241.32,3.280000000000001,1.36,62725.23,1548297.773
